md5_email|date_test|V00|V01|V02|V03|V04|V05|V06|V07|V08|V09|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60
f85d2bbcfa74a5b51f37cad76af830a4|6/2/2009 14:30|1|5|5|1|5|4.2|2.6|5|4.2|5|5|5|4.2|4.2|5|5|4.2|5|5|3.4|1.8|5|5|5|4.2|2.6|5|2.6|2.6|5|4.2|4.2|3.4|4.2|3.4|5|5|5|5|5|5|5|4.2|4.2|4.2|4.2|2.6|4.2|1.8|4.2|1.8|4.2|4.2|5|5|4.2|5|3.4|5|5|3.4
6318164c18bb6df2fdc8cd413e12c278|6/5/2009 14:01|1|2.6|1.8|1|5|1.8|1.8|4.2|3.4|3.4|3.4|5|4.2|5|5|5|1.8|2.6|3.4|5|4.2|4.2|5|2.6|3.4|5|3.4|1|1|4.2|3.4|5|1|1|5|5|5|5|4.2|2.6|2.6|5|4.2|1.8|5|1.8|4.2|1.8|1|2.6|1|4.2|5|1|1|1|1.8|3.4|4.2|5|1
70386272df5b7dbfff6458242d666330|6/9/2009 14:22|1|5|4.2|1|3.4|5|5|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|4.2|4.2|2.6|1.8|4.2|4.2|3.4|2.6|2.6|4.2|4.2|1.8|4.2|4.2|5|4.2|4.2|4.2|1.8|3.4|4.2|5|4.2|5|3.4|4.2|2.6|2.6|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|5|1.8|4.2|4.2
4aa8213429c1e469bc4c48e3958f92e1|6/11/2009 12:12|1|2.6|1|4.2|2.6|4.2|4.2|1.8|3.4|4.2|3.4|1|1|1.8|1.8|1.8|4.2|3.4|4.2|1.8|2.6|1|1.8|3.4|1.8|1|2.6|2.6|4.2|1.8|2.6|1|1.8|3.4|1.8|3.4|3.4|1|1|3.4|2.6|1|1|1.8|2.6|3.4|3.4|3.4|3.4|1|1|1|1.8|3.4|2.6|4.2|4.2|1.8|1.8|1.8|3.4
ee5d5cd0992e0486a8773bc355348882|6/24/2009 17:56|1|4.2|3.4|1.8|2.6|4.2|2.6|2.6|3.4|4.2|5|3.4|3.4|2.6|5|3.4|5|3.4|3.4|3.4|3.4|2.6|3.4|4.2|2.6|1|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|2.6|3.4|2.6|4.2|4.2|4.2|5|4.2|3.4|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|3.4|5|4.2|3.4|4.2|3.4|5|2.6|4.2
9b5dcb70f018ae02cec6374bbcb61c8b|6/30/2009 10:08|1|2.6|5|1|4.2|4.2|3.4|5|4.2|3.4|4.2|1.8|3.4|3.4|5|5|4.2|5|5|4.2|1|4.2|4.2|5|4.2|1|5|5|4.2|2.6|3.4|4.2|3.4|3.4|3.4|3.4|4.2|2.6|4.2|2.6|3.4|3.4|2.6|3.4|4.2|3.4|5|3.4|3.4|2.6|2.6|2.6|4.2|3.4|3.4|1.8|3.4|3.4|3.4|3.4|3.4
bf3060ff2699546aefdb843a47e0f573|7/26/2009 13:23|1|5|2.6|4.2|4.2|5|5|3.4|2.6|4.2|4.2|3.4|2.6|3.4|4.2|4.2|5|5|4.2|3.4|2.6|2.6|3.4|4.2|4.2|1.8|5|5|3.4|1.8|4.2|3.4|2.6|5|3.4|2.6|3.4|2.6|2.6|4.2|4.2|4.2|3.4|2.6|4.2|2.6|4.2|4.2|3.4|3.4|2.6|4.2|4.2|5|5|3.4|3.4|3.4|4.2|4.2|4.2
4daf894beac8ce599412499883cb4a2d|7/31/2009 22:10|1|4.2|4.2|1|5|5|3.4|5|1|4.2|5|5|5|4.2|3.4|5|4.2|3.4|5|5|4.2|4.2|5|3.4|5|5|5|5|2.6|5|3.4|5|5|3.4|5|5|5|5|5|3.4|5|5|5|5|5|4.2|4.2|3.4|1.8|5|4.2|5|5|4.2|4.2|1.8|4.2|4.2|4.2|5|3.4
4daf894beac8ce599412499883cb4a2d|7/31/2009 22:10|1|4.2|4.2|1|5|5|3.4|5|1|4.2|5|5|5|4.2|3.4|5|4.2|3.4|5|5|4.2|4.2|5|3.4|5|5|5|5|2.6|5|3.4|5|5|3.4|5|5|5|5|5|3.4|5|5|5|5|5|4.2|4.2|3.4|1.8|5|4.2|5|5|4.2|4.2|1.8|4.2|4.2|4.2|5|3.4
92fd164d38a459685330dbc032df1cb6|8/6/2009 14:44|1|4.2|4.2|2.6|5|5|5|2.6|2.6|5|5|5|2.6|4.2|3.4|5|3.4|5|5|4.2|1.8|5|3.4|5|5|5|3.4|3.4|2.6|5|3.4|5|5|4.2|4.2|3.4|5|5|5|2.6|5|5|5|5|5|5|5|5|1|5|4.2|4.2|4.2|5|5|4.2|5|4.2|5|5|5
b29c08cb253f6c9fc381a8e0c1b241ba|8/8/2009 18:30|1|4.2|5|3.4|5|5|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|5|4.2|4.2|5|5|4.2|2.6|5|5|5|5|2.6|5|3.4|3.4|3.4|5|5|3.4|4.2|5|5|5|2.6|4.2|5|5|5|5|4.2|4.2|4.2|5|5|4.2|4.2|3.4|3.4|5|4.2|5|5|4.2|4.2|4.2|4.2|4.2
4969161da470f0ca9cea5dbffc53b3b9|8/26/2009 22:31|1|2.6|4.2|2.6|5|3.4|3.4|3.4|2.6|3.4|4.2|1.8|3.4|2.6|4.2|4.2|4.2|4.2|4.2|3.4|1.8|1.8|3.4|3.4|4.2|1.8|4.2|3.4|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|4.2|1.8|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|4.2|3.4|3.4|2.6|3.4|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|3.4|4.2
9d15961dcc747e90aee25d26f26a6514|8/31/2009 17:08|1|2.6|4.2|1.8|3.4|4.2|5|2.6|4.2|5|4.2|2.6|1|1|3.4|2.6|5|5|4.2|2.6|1.8|1|1.8|4.2|3.4|1.8|4.2|4.2|3.4|1.8|3.4|1.8|3.4|4.2|4.2|1|4.2|1.8|4.2|3.4|2.6|1|2.6|3.4|3.4|2.6|1.8|4.2|4.2|3.4|3.4|2.6|4.2|4.2|4.2|1.8|2.6|3.4|1.8|1.8|1.8
96d089065dc2ae2f27c0dc9ed795a431|8/26/2009 23:42|1|2.6|1.8|1.8|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|1|4.2|4.2|5|5|4.2|1|4.2|5|4.2|3.4|1|5|2.6|4.2|2.6|4.2|4.2|2.6|4.2|4.2|5|5|3.4|5|3.4|4.2|2.6|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|3.4|4.2|2.6|4.2|4.2|4.2
7cb829eaf26239f96edff19447a28da2|8/27/2009 16:22|1|4.2|3.4|1|3.4|5|3.4|4.2|3.4|5|4.2|1|2.6|2.6|5|4.2|5|3.4|3.4|2.6|1.8|1|2.6|4.2|3.4|1|5|3.4|4.2|1|5|3.4|4.2|5|5|1|3.4|1.8|4.2|5|4.2|3.4|2.6|3.4|4.2|5|4.2|2.6|4.2|1.8|4.2|2.6|4.2|5|4.2|1.8|2.6|5|4.2|3.4|2.6
beb34af943e36448dcfa000f80acd078|8/27/2009 16:23|1|2.6|3.4|3.4|5|5|4.2|3.4|3.4|5|3.4|1|2.6|2.6|3.4|4.2|5|4.2|4.2|2.6|1.8|1|3.4|5|5|2.6|4.2|4.2|3.4|1.8|5|3.4|3.4|4.2|2.6|3.4|4.2|1|4.2|4.2|4.2|1.8|2.6|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|3.4|3.4|5|5|3.4|4.2|4.2|4.2|1|5
45e15711495b1e3f680ea41babc51536|8/27/2009 17:41|1|3.4|5|1|4.2|4.2|1.8|2.6|2.6|4.2|5|1.8|4.2|5|5|2.6|3.4|2.6|3.4|3.4|3.4|1|3.4|1.8|4.2|1.8|4.2|4.2|2.6|3.4|4.2|3.4|4.2|1.8|4.2|3.4|5|3.4|4.2|4.2|4.2|1.8|2.6|2.6|2.6|3.4|3.4|1.8|2.6|4.2|4.2|5|3.4|4.2|5|3.4|2.6|4.2|4.2|4.2|3.4
c9ac48a2281768ef97d02f227ba3fc10|8/27/2009 18:06|1|2.6|4.2|2.6|4.2|4.2|2.6|4.2|3.4|3.4|5|2.6|3.4|3.4|5|4.2|3.4|4.2|4.2|3.4|1.8|4.2|2.6|5|3.4|3.4|4.2|2.6|2.6|4.2|3.4|3.4|1.8|3.4|3.4|3.4|5|4.2|4.2|1.8|2.6|3.4|3.4|2.6|3.4|2.6|3.4|4.2|3.4|2.6|4.2|2.6|5|3.4|4.2|1|1.8|4.2|3.4|5|2.6
959db17f5830beb6bd1477260980b9fa|8/27/2009 18:54|1|3.4|3.4|3.4|3.4|4.2|4.2|4.2|3.4|5|4.2|1.8|2.6|3.4|3.4|3.4|5|5|4.2|2.6|1.8|2.6|3.4|5|4.2|1.8|4.2|4.2|5|2.6|4.2|2.6|3.4|3.4|2.6|3.4|4.2|2.6|4.2|5|3.4|3.4|2.6|3.4|2.6|5|4.2|4.2|5|2.6|3.4|3.4|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|4.2
4edcb70dc3523e02c5b72f4cdc7b7324|8/27/2009 21:51|1|3.4|4.2|1.8|3.4|4.2|5|5|3.4|5|4.2|2.6|3.4|4.2|5|4.2|4.2|5|4.2|4.2|2.6|1.8|4.2|5|5|1.8|3.4|4.2|3.4|2.6|4.2|2.6|4.2|4.2|4.2|3.4|2.6|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|1.8|4.2|4.2|2.6|4.2|4.2|4.2|4.2|4.2|5|4.2|2.6|4.2|4.2|4.2
17c643e030ad233591cc6a13ae6b718b|8/28/2009 9:34|1|4.2|5|1|4.2|4.2|4.2|4.2|3.4|5|5|3.4|3.4|4.2|5|5|5|4.2|5|3.4|1.8|3.4|5|5|3.4|1.8|5|3.4|2.6|2.6|4.2|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|4.2|5|5|4.2|4.2|5|4.2|5|5|3.4|4.2|3.4|4.2|4.2|3.4|5|4.2|4.2|4.2|3.4
fb18984762cd4e2d325dff57d8bf8898|8/28/2009 11:01|1|4.2|3.4|1.8|2.6|4.2|4.2|4.2|2.6|5|4.2|1.8|4.2|5|4.2|3.4|3.4|5|4.2|5|1|3.4|4.2|5|3.4|1.8|3.4|4.2|3.4|4.2|3.4|4.2|4.2|1.8|4.2|4.2|4.2|4.2|5|4.2|5|4.2|4.2|4.2|4.2|3.4|5|4.2|1.8|5|5|4.2|4.2|5|5|4.2|3.4|4.2|4.2|4.2|3.4
82d1ca6e239612bfc336da7bb1ff65c6|8/28/2009 12:40|1|4.2|4.2|1.8|4.2|5|3.4|5|2.6|5|5|2.6|4.2|4.2|4.2|4.2|5|5|5|3.4|1.8|1|4.2|4.2|3.4|1.8|5|4.2|5|3.4|3.4|5|5|5|4.2|2.6|4.2|2.6|5|5|4.2|3.4|4.2|4.2|4.2|5|5|5|5|3.4|3.4|5|5|4.2|5|3.4|4.2|5|3.4|4.2|4.2
a2bbb16c9eb230e240b5a3fb4a7ac8b5|8/28/2009 20:38|1|4.2|3.4|1.8|3.4|4.2|3.4|4.2|2.6|4.2|3.4|1.8|5|3.4|4.2|3.4|2.6|4.2|3.4|2.6|1.8|2.6|3.4|3.4|3.4|2.6|4.2|3.4|4.2|1.8|3.4|3.4|3.4|4.2|3.4|2.6|3.4|2.6|2.6|4.2|4.2|4.2|3.4|3.4|3.4|2.6|3.4|3.4|4.2|2.6|2.6|4.2|3.4|3.4|4.2|2.6|3.4|3.4|3.4|3.4|3.4
044ecd31412fe563bc059c763b6afa35|8/30/2009 12:10|1|2.6|3.4|2.6|2.6|3.4|3.4|3.4|1.8|4.2|3.4|2.6|2.6|3.4|3.4|1.8|3.4|4.2|3.4|2.6|2.6|1.8|3.4|4.2|3.4|2.6|2.6|3.4|3.4|1.8|3.4|3.4|2.6|4.2|3.4|1.8|4.2|2.6|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|3.4|4.2|4.2|2.6|2.6|3.4|3.4|5|3.4|3.4|3.4|3.4|3.4|4.2|4.2
09bb540aa0bee3f29d9e89ae97d5dfa8|8/30/2009 13:30|1|3.4|4.2|1|5|4.2|2.6|4.2|2.6|4.2|1.8|1.8|3.4|3.4|4.2|3.4|5|4.2|3.4|3.4|1.8|1.8|3.4|3.4|4.2|1|4.2|4.2|3.4|1.8|4.2|4.2|3.4|3.4|3.4|3.4|4.2|1.8|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|2.6|4.2|3.4|5|5|4.2|4.2|4.2|4.2|1.8|4.2
dbdf49db045c1ed3906522595356a0b6|8/30/2009 19:14|1|1.8|2.6|3.4|2.6|3.4|3.4|3.4|4.2|5|3.4|2.6|1.8|2.6|2.6|2.6|3.4|3.4|4.2|3.4|1.8|2.6|2.6|2.6|4.2|2.6|4.2|4.2|4.2|1.8|5|3.4|2.6|4.2|1.8|4.2|4.2|2.6|4.2|5|4.2|5|3.4|3.4|1.8|3.4|4.2|2.6|5|3.4|3.4|2.6|3.4|3.4|3.4|4.2|2.6|2.6|2.6|1.8|2.6
99358cdbcefa6ae782b23164508be887|8/30/2009 19:46|1|5|4.2|3.4|4.2|5|5|3.4|1.8|5|5|1.8|3.4|1.8|4.2|5|4.2|5|5|2.6|1|1.8|4.2|5|2.6|1.8|4.2|3.4|5|1|3.4|2.6|3.4|2.6|4.2|1|3.4|1|3.4|5|3.4|1.8|4.2|4.2|2.6|4.2|3.4|5|4.2|1.8|3.4|5|3.4|5|5|4.2|5|4.2|5|1|5
9a7d0835d5319d4583d84ac335a2bbde|8/31/2009 2:41|1|3.4|4.2|2.6|3.4|3.4|3.4|4.2|3.4|5|4.2|2.6|3.4|3.4|4.2|3.4|5|4.2|4.2|3.4|2.6|1.8|3.4|3.4|3.4|1.8|4.2|3.4|4.2|2.6|2.6|3.4|3.4|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|2.6|4.2|5|3.4|5|3.4|4.2|3.4|3.4|3.4|3.4|4.2|5|4.2|2.6|3.4|3.4|3.4|3.4
83333515048ea843cc154664baccd239|8/31/2009 13:24|1|2.6|3.4|2.6|5|4.2|3.4|3.4|3.4|4.2|3.4|1.8|3.4|2.6|4.2|4.2|4.2|4.2|3.4|4.2|1.8|1.8|3.4|4.2|4.2|1|4.2|3.4|3.4|2.6|3.4|4.2|4.2|4.2|3.4|4.2|4.2|2.6|4.2|3.4|3.4|3.4|2.6|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|2.6|3.4|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2
8866b3e874f9e632f9bdce872d873970|8/31/2009 19:13|1|3.4|2.6|2.6|3.4|3.4|3.4|3.4|3.4|4.2|3.4|1.8|3.4|4.2|3.4|2.6|3.4|4.2|3.4|3.4|2.6|3.4|2.6|3.4|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4|3.4|2.6|4.2|4.2|3.4|2.6|4.2|3.4|4.2|2.6|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|2.6|3.4|4.2|3.4|4.2|3.4|3.4
1dfcb47696952398e59ac6b66f5e1e81|8/31/2009 22:19|1|5|2.6|2.6|5|4.2|4.2|4.2|3.4|5|5|3.4|5|4.2|5|5|4.2|5|5|3.4|3.4|4.2|4.2|4.2|5|1.8|5|4.2|4.2|2.6|4.2|5|3.4|3.4|5|3.4|4.2|4.2|4.2|4.2|5|5|5|3.4|5|3.4|5|3.4|4.2|3.4|4.2|5|5|4.2|4.2|3.4|5|4.2|4.2|5|2.6
ba824f7f358f2c7d67306b5c0598d3b6|8/31/2009 23:12|1|3.4|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|2.6|3.4|4.2|3.4|4.2|4.2|4.2|3.4|3.4|2.6|2.6|4.2|4.2|3.4|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|4.2|4.2|2.6|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2
ac1b6a1b3b3e0edaa03c20722ea46cb4|9/1/2009 1:52|1|4.2|1.8|5|3.4|5|5|3.4|2.6|4.2|1.8|1|3.4|3.4|1.8|4.2|5|4.2|5|3.4|1.8|1.8|4.2|1.8|2.6|1.8|2.6|3.4|5|3.4|2.6|1.8|4.2|4.2|2.6|4.2|3.4|3.4|2.6|4.2|3.4|3.4|3.4|3.4|2.6|2.6|4.2|3.4|5|3.4|3.4|4.2|3.4|5|2.6|3.4|4.2|3.4|4.2|4.2|4.2
b982cfc5ffd1669442bd8a6231137e64|9/1/2009 2:31|1|4.2|1.8|3.4|5|3.4|2.6|4.2|3.4|4.2|4.2|1.8|3.4|2.6|1.8|5|4.2|3.4|3.4|3.4|2.6|1.8|2.6|3.4|4.2|1.8|4.2|4.2|5|1.8|3.4|3.4|3.4|3.4|3.4|3.4|5|1.8|4.2|5|5|4.2|4.2|4.2|4.2|2.6|4.2|2.6|3.4|2.6|1.8|4.2|5|4.2|3.4|2.6|4.2|2.6|1.8|5|1.8
1b60f3019d51b95e773c6463b6dcb0eb|9/1/2009 12:33|1|2.6|4.2|3.4|4.2|4.2|4.2|4.2|1.8|4.2|3.4|1.8|2.6|3.4|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|4.2|4.2|4.2|1.8|4.2|3.4|2.6|3.4|4.2|3.4|5|3.4|5|4.2|4.2|4.2|5|2.6|4.2|4.2|3.4|3.4|3.4|2.6|5|3.4|2.6|4.2|2.6|3.4|4.2|3.4|3.4|3.4|2.6|3.4|4.2|3.4|4.2
c25dc4262be2ce48e84926cf4abf547f|9/1/2009 13:25|1|4.2|5|2.6|4.2|5|4.2|4.2|2.6|5|5|5|2.6|3.4|5|3.4|5|5|3.4|3.4|4.2|4.2|3.4|5|5|3.4|4.2|4.2|2.6|5|3.4|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2
ea3bda6e99fb9e68c3095689ad986493|9/1/2009 13:40|1|3.4|3.4|2.6|4.2|5|2.6|4.2|4.2|5|2.6|2.6|4.2|4.2|3.4|2.6|4.2|3.4|5|2.6|1.8|1.8|3.4|3.4|3.4|1|4.2|3.4|5|3.4|3.4|4.2|2.6|5|3.4|4.2|4.2|3.4|5|4.2|2.6|3.4|3.4|4.2|2.6|3.4|4.2|3.4|5|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|2.6|4.2|3.4|3.4
2d4ffa9b35023caf4de6c45ea6534866|9/1/2009 16:40|1|3.4|4.2|1|3.4|3.4|1.8|5|1.8|4.2|2.6|3.4|2.6|2.6|3.4|4.2|2.6|2.6|1.8|1.8|3.4|3.4|3.4|1.8|2.6|2.6|3.4|2.6|2.6|3.4|4.2|3.4|4.2|4.2|3.4|4.2|4.2|1.8|3.4|3.4|4.2|2.6|3.4|3.4|1.8|4.2|4.2|3.4|2.6|4.2|1.8|3.4|1.8|4.2|4.2|4.2|2.6|3.4|4.2|3.4|3.4
45e15711495b1e3f680ea41babc51536|9/1/2009 17:11|1|4.2|5|1|4.2|2.6|2.6|4.2|2.6|3.4|5|2.6|4.2|4.2|5|2.6|4.2|2.6|3.4|2.6|3.4|1|3.4|2.6|3.4|1.8|4.2|4.2|1.8|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|4.2|4.2|5|5|3.4|4.2|2.6|2.6|4.2|5|5|1
01dbf9b01c1cd7842886390437f53f9e|9/1/2009 20:13|1|3.4|5|1|3.4|4.2|3.4|2.6|3.4|5|3.4|4.2|4.2|3.4|5|2.6|3.4|4.2|4.2|2.6|1.8|5|3.4|4.2|3.4|2.6|5|4.2|3.4|2.6|2.6|1.8|1.8|2.6|2.6|3.4|3.4|3.4|5|4.2|1.8|5|2.6|1|3.4|1|1|1.8|5|2.6|2.6|5|1.8|2.6|1.8|1|2.6|3.4|3.4|3.4|2.6
51e4c6d62eb8403c020d041b19a30267|9/2/2009 13:27|1|5|4.2|1.8|5|5|5|5|3.4|5|4.2|1.8|4.2|4.2|4.2|2.6|5|5|5|1.8|1|2.6|5|5|5|1|4.2|4.2|3.4|1.8|4.2|3.4|3.4|4.2|4.2|1.8|4.2|3.4|4.2|3.4|4.2|4.2|4.2|5|3.4|4.2|5|5|4.2|2.6|4.2|5|3.4|5|4.2|2.6|5|4.2|5|3.4|4.2
e997e2f27ed52c0bb72ba57e1cc65d93|9/2/2009 15:27|1|5|4.2|1.8|3.4|4.2|3.4|5|2.6|4.2|4.2|2.6|5|4.2|5|3.4|4.2|5|3.4|4.2|2.6|4.2|4.2|4.2|2.6|1.8|4.2|4.2|3.4|3.4|4.2|4.2|2.6|4.2|4.2|2.6|4.2|4.2|5|5|4.2|4.2|5|4.2|3.4|3.4|3.4|2.6|5|4.2|5|5|3.4|4.2|3.4|2.6|2.6|3.4|4.2|5|2.6
22ff4e3d3ee201979222a8883b8c3bd0|9/2/2009 19:21|1|4.2|2.6|5|2.6|3.4|3.4|5|2.6|3.4|2.6|3.4|2.6|3.4|1.8|2.6|3.4|3.4|3.4|3.4|1.8|3.4|3.4|2.6|4.2|2.6|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|4.2|3.4|4.2|5|2.6|4.2|3.4|3.4|4.2|4.2|3.4|3.4|4.2|3.4|3.4|2.6|3.4|3.4|3.4|2.6|2.6|4.2
222a433df4a2d4e1e1caff5cf4c649b0|9/2/2009 21:04|1|5|4.2|1.8|5|5|5|5|2.6|5|5|3.4|4.2|4.2|5|4.2|5|5|5|4.2|2.6|2.6|5|5|4.2|1.8|5|4.2|4.2|2.6|4.2|5|4.2|5|5|5|5|5|5|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|5|4.2
32b79d4b9e2fd139815581f1b1585a7f|9/2/2009 21:52|1|5|5|1|3.4|5|5|2.6|3.4|5|4.2|1.8|3.4|4.2|5|2.6|4.2|5|2.6|3.4|2.6|1.8|3.4|5|2.6|1.8|4.2|4.2|1.8|2.6|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|1|4.2|3.4|2.6|3.4|3.4|4.2|4.2|3.4|3.4|4.2|2.6|3.4|4.2|2.6|2.6|4.2|3.4|3.4|4.2|5|2.6
2b7d6747f1a68bd6671ff9826e416a79|9/2/2009 23:29|1|1.8|2.6|4.2|5|4.2|3.4|2.6|2.6|4.2|2.6|2.6|3.4|3.4|3.4|2.6|3.4|3.4|2.6|3.4|1.8|4.2|3.4|4.2|3.4|1.8|3.4|4.2|2.6|3.4|3.4|3.4|4.2|2.6|3.4|4.2|2.6|4.2|3.4|3.4|3.4|4.2|5|3.4|3.4|3.4|3.4|2.6|2.6|4.2|3.4|3.4|2.6|3.4|3.4|3.4|2.6|2.6|3.4|3.4|1.8
a763c5527ac251023c6ea11f50ff7986|9/3/2009 0:23|1|3.4|2.6|2.6|4.2|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|2.6|3.4|2.6|4.2|3.4|1.8|3.4|3.4|1.8|3.4|3.4|5|1.8|3.4|4.2|3.4|3.4|4.2|3.4|1.8|3.4|5|5|4.2|4.2|2.6|3.4|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|4.2|4.2|4.2|2.6
69103e2418ed81a052fb8f178bb09632|9/3/2009 2:20|1|4.2|5|1|4.2|4.2|3.4|5|3.4|5|5|2.6|3.4|3.4|5|3.4|5|5|4.2|4.2|1|3.4|4.2|5|3.4|1.8|5|5|3.4|3.4|5|4.2|2.6|5|2.6|1|4.2|2.6|4.2|5|3.4|4.2|4.2|2.6|5|4.2|3.4|4.2|4.2|3.4|3.4|4.2|3.4|5|5|1|3.4|3.4|5|3.4|5
87a0a409cf22215232f4e3ab5a563f25|9/3/2009 10:58|1|5|5|1|3.4|5|4.2|4.2|2.6|4.2|2.6|3.4|4.2|3.4|5|4.2|4.2|4.2|4.2|3.4|1|3.4|3.4|4.2|3.4|1|4.2|4.2|3.4|3.4|4.2|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|4.2|2.6|4.2|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|4.2|5|4.2|3.4|4.2|3.4|4.2|3.4|3.4
d6ff84330f58f65c787872d9dff605b9|9/3/2009 17:28|1|2.6|2.6|3.4|3.4|3.4|2.6|3.4|3.4|4.2|2.6|3.4|2.6|3.4|2.6|3.4|3.4|4.2|3.4|3.4|1|3.4|2.6|3.4|1.8|1.8|3.4|3.4|3.4|2.6|2.6|3.4|3.4|2.6|3.4|3.4|3.4|4.2|4.2|3.4|4.2|4.2|2.6|3.4|2.6|3.4|3.4|3.4|5|4.2|2.6|3.4|3.4|4.2|3.4|2.6|3.4|3.4|3.4|3.4|2.6
6d150dd4176f2471c20b526d6995ec74|9/8/2009 11:28|1|4.2|4.2|1.8|4.2|4.2|4.2|3.4|3.4|4.2|3.4|2.6|4.2|3.4|4.2|4.2|4.2|5|4.2|4.2|1.8|1.8|3.4|4.2|3.4|2.6|4.2|4.2|3.4|1.8|4.2|4.2|4.2|4.2|3.4|3.4|4.2|2.6|4.2|5|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|5|2.6|4.2|4.2|4.2|5|5|3.4|4.2|4.2|4.2|3.4|5
92de6c172fa43495899e8994838e7928|9/8/2009 14:51|1|2.6|1.8|4.2|3.4|4.2|4.2|4.2|2.6|4.2|1.8|2.6|1.8|1.8|1.8|3.4|4.2|4.2|3.4|1.8|3.4|1.8|3.4|4.2|3.4|4.2|3.4|2.6|4.2|1.8|4.2|2.6|4.2|4.2|3.4|3.4|3.4|1.8|4.2|3.4|1.8|2.6|1.8|4.2|2.6|4.2|4.2|4.2|4.2|2.6|2.6|3.4|2.6|4.2|2.6|1.8|4.2|1.8|3.4|1.8|3.4
3de47585ed1afe12c29ca3580e6ab079|9/10/2009 0:38|1|3.4|3.4|1.8|4.2|4.2|5|3.4|3.4|5|5|3.4|2.6|3.4|3.4|4.2|4.2|5|4.2|2.6|2.6|2.6|4.2|5|4.2|2.6|5|3.4|3.4|3.4|4.2|4.2|5|4.2|4.2|4.2|3.4|2.6|5|4.2|5|3.4|3.4|1.8|2.6|4.2|1.8|3.4|2.6|4.2|4.2|3.4|5|3.4|5|3.4|4.2|4.2|2.6|4.2|4.2
606d05756cee138e0b0e25ee93bd8efe|9/14/2009 17:57|1|5|5|2.6|3.4|3.4|4.2|1.8|3.4|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|2.6|1|5|5|5|1.8|5|4.2|2.6|5|2.6|3.4|2.6|5|5|3.4|5|1.8|4.2|5|5|4.2|5|3.4|5|3.4|5|5|3.4|3.4|1.8|5|4.2|5|4.2|4.2|5|5|4.2|1.8|5
